GEOID,Area,Population,Poverty_Rate,Medicaid_Rate,Median_Income,Uninsured_Rate,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_75,White,Black,Hispanic,Asian,Other,Male,Female,Less_than_HS,HS_Graduate,Some_College,Bachelor_Plus,Under_20k,Income_20k_35k,Income_35k_50k,Income_50k_75k,Over_75k
51810000100,Virginia Beach,4123,0.14457857370509078,0.19319939418114052,78946,0.15343065316915966,0.17393418547900688,0.18869749897224736,0.16670408590324795,0.19683170935007363,0.14773325798135695,0.12609926231406718,0.5702719046449534,0.2541918859709345,0.11315199631052823,0.062384213073584015,0.0,0.480909498032426,0.519090501967574,0.042838315689740364,0.18042422429595378,0.3524756431632238,0.4242618168510821,0.17349428844610892,0.06795171346616732,0.07927699904386187,0.07927699904386187,0.6
51810000200,Virginia Beach,3873,0.10730381841946174,0.13394938606520418,66685,0.09660425938108526,0.1844454971831752,0.20526694223008266,0.21454584271396027,0.14371738962616368,0.13757682831865173,0.11444749992796661,0.6259341735630508,0.23586764476879643,0.0786001117698896,0.05959806989826303,2.220446049250313e-16,0.5269331322352,0.4730668677648,0.14656320330745592,0.3008397348116461,0.3504613769173371,0.20213568496356094,0.1287645821033541,0.1279456253689938,0.14926989626382609,0.14926989626382609,0.44475
51810000300,Virginia Beach,5052,0.08841677431135614,0.13220382348447787,74807,0.09504372534882631,0.16313227218871373,0.24161284015285242,0.17951504915999839,0.17978827395761224,0.12497169338915293,0.11097987115167032,0.6371936997150734,0.16282574946373485,0.11420538744920329,0.08577516337198836,1.1102230246251565e-16,0.5263699364938513,0.47363006350614867,0.13948273504276487,0.27978999788110853,0.4121874235023117,0.1685398435738149,0.10610012917362736,0.09413496124791182,0.10982412145589711,0.10982412145589711,0.5801166666666666
51810000400,Virginia Beach,3587,0.04497500178015919,0.15253303307632643,70547,0.20393121856696783,0.184135038846219,0.2405664675560599,0.19049833393747687,0.15504607072951082,0.14474621518028835,0.08500787375044518,0.6604315734288159,0.1463718037995806,0.11082179897740575,0.0823748237941977,1.1102230246251565e-16,0.48192294089205034,0.5180770591079497,0.05055221171236024,0.3015461428454834,0.39068573438476173,0.2572159110573946,0.05397000213619103,0.13107399935914268,0.15291966591899978,0.15291966591899978,0.5091166666666667
51810000500,Virginia Beach,5313,0.04814491169074994,0.15584657285442727,59634,0.21106442059227537,0.22661079265371062,0.22366596542623468,0.18723781988315502,0.1378675076222871,0.12657981342227773,0.09803810099233497,0.6346632276545879,0.19494003840334523,0.10326552509856969,0.06713120884349702,2.220446049250313e-16,0.4771756547562981,0.5228243452437019,0.1213244787222995,0.29607850486168974,0.37612771975694964,0.2064692966590611,0.05777389402889993,0.18449783179133006,0.2152474704232184,0.2152474704232184,0.3272333333333333
51810000600,Virginia Beach,4481,0.09750061123201934,0.16275410183585495,56016,0.2173804645259509,0.170876138136418,0.18002286612919163,0.21000765095700927,0.15654678572234593,0.14131045561855393,0.14123610343648133,0.6263729933287543,0.1994824409366625,0.1099889311455616,0.06415563458902164,0.0,0.47461879458972756,0.5253812054102724,0.07897514529137681,0.23612212872540045,0.4129697652342573,0.27193296074896545,0.1170007334784232,0.18481977995647303,0.2156230766158852,0.2156230766158852,0.26693333333333336
51810000700,Virginia Beach,4900,0.13586066492064894,0.20036720768991145,62462,0.10037711244672608,0.21235015803345036,0.20182954953808538,0.20650548382005357,0.18512675550924326,0.11796648328792568,0.0762215698112418,0.6013508441501071,0.1945757432927863,0.11013651955051114,0.09393689300659545,0.0,0.4704171278318714,0.5295828721681286,0.10107473025775657,0.2617411003148779,0.34221078104707303,0.2949733883802925,0.16303279790477873,0.13878016062856635,0.16191018739999408,0.16191018739999408,0.3743666666666667
51810000800,Virginia Beach,4012,0.1437200674303771,0.15232029320207552,75751,0.1207255214133853,0.19681606238644467,0.18736587805196916,0.2150374038571881,0.18728572111961314,0.11198593326022033,0.10150900132456464,0.6551510300680062,0.19163990983119805,0.06679888372842291,0.08641017637237274,1.1102230246251565e-16,0.5001607413937317,0.4998392586062683,0.03360351258749925,0.17786464642366115,0.3908265885966654,0.39770525239217425,0.17246408091645252,0.06950577572506425,0.08109007167924162,0.08109007167924162,0.59585
51810000900,Virginia Beach,3434,0.09383980363053193,0.2185650454110601,64682,0.19518594151318802,0.19945804027873704,0.21956152213980631,0.16928393504051045,0.17557426171973212,0.12276529205192173,0.1133569487692923,0.6522681160901487,0.19622569202545084,0.06305497351277783,0.08845121837162266,0.0,0.48924680389830416,0.5107531961016958,0.06865185103998542,0.2240775141554764,0.37908929431882415,0.3281813404857141,0.11260776435663832,0.1428076706930085,0.16660894914184324,0.16660894914184324,0.41136666666666666
51810001000,Virginia Beach,3049,0.0963302364129209,0.1426495775197938,80806,0.12111488945307677,0.17372535627861346,0.22615475573915036,0.18926376070051767,0.20023842424814522,0.1124958517542413,0.09812185127933196,0.5780698820375046,0.24474512222626083,0.11369757713874046,0.06348741859749407,0.0,0.5095990427620507,0.4904009572379493,0.08720555401408511,0.20552008115994624,0.35296505783560067,0.354309306990368,0.11559628369550508,0.08532111489134847,0.09954130070657322,0.09954130070657322,0.6
51810001100,Virginia Beach,3279,0.13869373337486593,0.21004180571633305,80324,0.08086046925385718,0.16951425318422444,0.18354656945356249,0.1953467397280789,0.1800682422408809,0.152693658240595,0.11883053715265833,0.6774269338202503,0.15818529883784913,0.06959710227811487,0.09479066506378585,-2.220446049250313e-16,0.5063857435795754,0.49361425642042456,0.030643793613164074,0.1601471542866032,0.3663501769108056,0.4428588751894271,0.1664324800498391,0.07007025598504826,0.0817486319825563,0.0817486319825563,0.6
51810001200,Virginia Beach,3482,0.10036071683032446,0.18918951976926934,81078,0.14682661319334928,0.17446784050291023,0.22397478113822025,0.17540195860412638,0.1529590355726183,0.15447694637207204,0.11871943781005291,0.6638256160406468,0.19897052003391247,0.08677567125026621,0.0504281926751744,1.1102230246251565e-16,0.492062948183566,0.507937051816434,0.04856416573772078,0.17439896433790836,0.3973010554752446,0.3797358144491263,0.12043286019638935,0.0838701419410832,0.09784849893126374,0.09784849893126374,0.6
51810001300,Virginia Beach,5676,0.1094252488596989,0.19948113035416484,75105,0.15279130521394343,0.20891220700090465,0.2176100723364337,0.1801990705024564,0.18976927554850784,0.12644797165923144,0.07706140295246583,0.6400938777956025,0.15807937522683663,0.10974105088037922,0.09208569609718173,0.0,0.5248918634132269,0.4751081365867731,0.055911109017881114,0.15154566165288674,0.39283185625877254,0.39971137307045956,0.13131029863163868,0.0850819104105084,0.09926222881225981,0.09926222881225981,0.5850833333333333
51810001400,Virginia Beach,5899,0.1459981974798178,0.205300945546736,66777,0.20593066501821472,0.18184929127594174,0.22870195312743832,0.17705345440925568,0.138544417951916,0.13765163258967636,0.13619925064577185,0.6609230607497372,0.19851122091207044,0.06312910414866359,0.07743661418952873,1.1102230246251565e-16,0.5294032310062559,0.47059676899374414,0.0640084015236524,0.2718329652363737,0.40773730719279555,0.2564213260471784,0.17519783697578134,0.11355564890726558,0.13248159039180984,0.13248159039180984,0.4462833333333333
51810001500,Virginia Beach,5091,0.11727324923858201,0.1559491151219755,66743,0.17830762396934957,0.19525272513591896,0.20827788886866322,0.19899712844418763,0.176039891679834,0.12401130763784368,0.09742105823355254,0.6355745158481837,0.19255194614234925,0.09145745092585816,0.08041608708360891,0.0,0.523400320509054,0.47659967949094595,0.08379951568515358,0.25755829526399443,0.32939819398408693,0.32924399506676505,0.1407278990862984,0.1240666302741105,0.14474440198646224,0.14474440198646224,0.44571666666666665
51810001600,Virginia Beach,3107,0.09121578199457062,0.17426446347075766,66461,0.18836308325469509,0.21520037551512894,0.18741519741306828,0.17252129576482045,0.20222799887553167,0.13572781017117763,0.08690732226027297,0.6319867112902101,0.219208299362307,0.07044550220930196,0.0783594871381809,1.1102230246251565e-16,0.47512084789962605,0.524879152100374,0.05516817211686077,0.2731354631568148,0.37406351216101064,0.2976328525653138,0.10945893839348474,0.13485731848195456,0.157333538228947,0.157333538228947,0.44101666666666667
51810001700,Virginia Beach,5178,0.14734372874087878,0.17163003483011952,67918,0.1922335540420143,0.22069765637538824,0.19679792176354516,0.19445028452941912,0.13841240377299646,0.105025713972016,0.14461601958663486,0.6640732596514481,0.20333182284106574,0.07827550151273949,0.05431941599474659,1.1102230246251565e-16,0.47938622256026514,0.5206137774397348,0.07502428981645953,0.27492266647061203,0.3914595922700062,0.25859345144292223,0.17681247448905454,0.10736625765328363,0.12526063392883088,0.12526063392883088,0.4653
51810001800,Virginia Beach,3839,0.14503518087295134,0.19378969166957685,77174,0.16049020103269618,0.20971622027544687,0.21030391036261356,0.18256752277293087,0.16080631114928934,0.16094604374517918,0.07565999169454,0.6491438820424562,0.17507898133949484,0.07071517225445235,0.10506196436359666,0.0,0.5122194715628015,0.48778052843719855,0.06319216803611277,0.15978341606510013,0.34916158751168325,0.4278628283871039,0.1740422170475416,0.06778733488573752,0.07908522403336044,0.07908522403336044,0.6
51810001900,Virginia Beach,3519,0.08772368141617704,0.15985047343973735,79634,0.14598888745510874,0.20192260958294397,0.17416079596725081,0.18337048501076614,0.17277593793551446,0.13554622423382942,0.1322239472696953,0.6855867480054909,0.16723207322502204,0.06459668940954169,0.08258448935994539,0.0,0.47159067863249726,0.5284093213675027,0.07100429068914244,0.24402302414249577,0.3575474177875879,0.3274252673807738,0.10526841769941243,0.08841947469017628,0.10315605380520565,0.10315605380520565,0.6
51810002000,Virginia Beach,4929,0.09040781795406683,0.1745616789315935,92658,0.127915311711478,0.189895255150199,0.24680928374465944,0.2280231820135938,0.14654919771073488,0.10789391536864945,0.08082916601216343,0.638112239407397,0.18377023814842852,0.11638668669947609,0.061730835744698384,0.0,0.4891385378176257,0.5108614621823744,0.08914127176786182,0.15232719357358257,0.3814468482588936,0.377084686399662,0.10848938154488019,0.08745318553653594,0.10202871645929193,0.10202871645929193,0.6
51810002100,Virginia Beach,3354,0.11664108819005656,0.1828942846779884,90098,0.20764808152455455,0.20164721017737597,0.22008768538404477,0.17052239610328207,0.13585537158951558,0.14775297032423923,0.12413436642154234,0.6736586917730999,0.17222961514244928,0.0741294456504746,0.07998224743397622,0.0,0.49044821241518105,0.509551787584819,0.09515301279224954,0.23584127518430117,0.34289940273750186,0.3261063092859474,0.13996930582806785,0.07800920825157964,0.09101074296017625,0.09101074296017625,0.6
51810002200,Virginia Beach,5263,0.051343625571952586,0.21025529066795667,75210,0.1358729727128857,0.2109404199439341,0.18958416284886312,0.21575421993455685,0.1525847055924592,0.09833367559554966,0.1328028160846369,0.5890369237523985,0.18858408712900662,0.1212822181847669,0.10109677093382802,0.0,0.5044062732873972,0.4955937267126028,0.07422860485188595,0.19484455219783198,0.32932107716980646,0.4016057657804757,0.061612350686343104,0.10546629479409708,0.12304401059311325,0.12304401059311325,0.5868333333333333
51810002300,Virginia Beach,5017,0.1227611982381448,0.19915790437258485,86584,0.0923697110819129,0.1694434839299287,0.21405348900465498,0.1669551337894725,0.17375667727368346,0.1361882475351028,0.1396029684671575,0.6607921586305993,0.1722951451604149,0.07307003943899558,0.09384265676999025,0.0,0.5070930837989757,0.49290691620102434,0.037078587328595314,0.15841068061149974,0.370096913145912,0.434413818913993,0.14731343788577375,0.07580596863426788,0.08844029673997918,0.08844029673997918,0.6
